1 780.61 1.02 1.98 1.02
2 577.329 1.379 27.51 0.6895
3 523.299 1.522 34.29 0.5073333333333333
4 522.019 1.526 34.45 0.3815
5 701.816 1.135 11.87 0.227
6 723.304 1.101 9.18 0.1835
8 762.814 1.044 4.21 0.1305
