1 223.641 3.561 71.92
2 177.254 4.493 77.74
3 175.278 4.543 77.99
4 177.24 4.493 77.74
5 179.233 4.443 77.49
6 180.931 4.402 77.28
7 182.528 4.363 77.08
8 184.778 4.31 76.8
